order_id,order_date,customer,email,category,quantity,unit_price
ORD-0152,"June 05, 2026",  Harbor Lights,ORDERS@harborlights.com,Office,12,1131.99
ORD-0054,12.05.2026,evergreen foods,orders@evergreenfoods.com,OFFICE,8,"$2,119.35"
ORD-0248,2026-03-02,Lumen  Print,orders@lumenprint.com,SOFTWARE,6,"USD 1,067.77"
ORD-0013,05.02.2026,  Delta Freight,orders@deltafreight.com,Electronics,5,"$1,649.81"
ORD-0177,"May 16, 2026",IRIS OPTICS,orders@irisoptics.com,services,9,$ 141.78
ORD-0078,"February 16, 2026",FOX AND FINCH,ORDERS@foxandfinch.com,FURNITURE,9,"USD 2,312.70"
ORD-0257,"June 14, 2026",cobalt studio,ORDERS@cobaltstudio.com,Software ,13,$215.37
ORD-0238,2026-03-01,Kestrel Media,ORDERS@kestrelmedia.com,Furniture ,4,"$1,790.70"
ORD-0201,"February 17, 2026",Acme Corp  ,ORDERS@acmecorp.com,Services,9,"USD 2,036.52"
ORD-0192,02 May 2026,Iris Optics, orders@irisoptics.com ,OFFICE,12,2265.04
ORD-0229,15.05.2026,  Cobalt Studio,orders@cobaltstudio.com,Office,19,2490.66
ORD-0291,08 Jun 2026,BLUE RIDGE BAKERY, orders@blueridgebakery.com ,Electronics,9,$ 409.28
ORD-0286,2026-01-12,Evergreen  Foods,ORDERS@evergreenfoods.com,Services,6,"USD 2,439.70"
ORD-0266,"April 17, 2026",LUMEN PRINT,ORDERS@lumenprint.com,software,18,"$1,246.30"
ORD-0262,"January 12, 2026",  Delta Freight,orders@deltafreight.com,services,2,USD 372.35
ORD-0114,2026-06-30,  Kestrel Media,orders@kestrelmedia.com,Furniture,2,855.32
ORD-0133,27/03/2026,ACME CORP, orders@acmecorp.com ,Office,18,$548.05
ORD-0051,17.03.2026,LUMEN PRINT,orders@lumenprint.com,Software ,6,"USD 1,618.53"
ORD-0006,21.01.2026,granite tools, orders@granitetools.com ,SERVICES,19,509.07
ORD-0055,2026-01-07,COBALT STUDIO,ORDERS@cobaltstudio.com,Services,15,"$1,091.43"
ORD-0221,04 Feb 2026,Granite  Tools,ORDERS@granitetools.com,SOFTWARE,2,1055.10
ORD-0170,"March 21, 2026",FOX AND FINCH, orders@foxandfinch.com ,ELECTRONICS,18,USD 992.44
ORD-0205,2026-05-07,delta freight, orders@deltafreight.com ,SERVICES,15,"$2,111.75"
ORD-0289,"January 26, 2026",ACME CORP,orders@acmecorp.com,Furniture ,11,call
ORD-0023,"June 21, 2026",EVERGREEN FOODS, orders@evergreenfoods.com ,Office ,8,$ 2061.83
ORD-0086,"March 14, 2026",  Juniper Labs,ORDERS@juniperlabs.com,furniture,2,$ 666.85
ORD-0182,28/06/2026,Harbor  Lights,ORDERS@harborlights.com,Software,3,USD 54.81
ORD-0128,2026-02-05,Blue Ridge Bakery,ORDERS@blueridgebakery.com,Software,4,$620.51
ORD-0056,"June 28, 2026",  Lumen Print,ORDERS@lumenprint.com,office,1,2345.05
ORD-0044,21/06/2026,granite tools,orders@granitetools.com,Electronics ,2,$ 2255.75
ORD-0038,29/03/2026,Lumen  Print, orders@lumenprint.com ,Furniture ,9,2378.28
ORD-0275,"February 28, 2026",Fox and Finch  ,orders@foxandfinch.com,SOFTWARE,9,$ 2006.10
ORD-0185,2026-05-18,Juniper  Labs, orders@juniperlabs.com ,services,5,$ 768.55
ORD-0019,17/05/2026,BLUE RIDGE BAKERY, orders@blueridgebakery.com ,software,9,$ 1388.26
ORD-0279,08.06.2026,  Acme Corp, orders@acmecorp.com ,Software,1,$ 1400.16
ORD-0215,29.03.2026,DELTA FREIGHT,ORDERS@deltafreight.com,FURNITURE,13,USD 347.79
